ticker,sector,pe_ratio,ps_ratio,pb_ratio,peg_ratio,free_cash_flow,earnings_growth,pe_vs_sector
MDT,Healthcare,24.74531,3.2488787,2.38884,1.86,4625375232.0,0.183,-8.421163096153844
MRK,Healthcare,119.192,5.521848,8.771341,14.56,15171500032.0,,86.02552690384616
META,Communication Services,20.566315,6.0921082,5.3241324,0.82,21553625088.0,-0.134,-27.990793155000002
MET,Financial Services,17.904215,0.74802476,2.172074,0.53,-20953999360.0,0.058,-1.2739302882352952
MTD,Healthcare,31.435696,6.752874,2176.9219,2.91,693589632.0,0.183,-1.7307770961538438
MGM,Consumer Cyclical,26.163635,0.6218582,4.3204565,0.6,878991104.0,5.194,-17.404594595744683
MCHP,Technology,113.14925,8.036525,6.381313,0.23,1364762496.0,,61.279900052631575
MSFT,Technology,26.77518,10.76667,8.07773,1.57,16545500160.0,0.317,-25.09416994736842
MAA,Real Estate,38.614033,7.0806265,2.8194451,7.03,921182272.0,0.137,-16.066390267857138
MDLZ,Consumer Defensive,39.109756,2.0633247,3.0832093,1.06,2252375040.0,1.449,13.158025119999998
MPWR,Technology,80.012215,19.67727,16.533575,1.3,444316128.0,0.858,28.142865052631578
MNST,Consumer Defensive,43.97222,10.091745,9.935146,2.78,1681231104.0,0.18,18.02048912
MCO,Financial Services,31.647842,10.585476,28.55499,2.09,2579124992.0,0.567,12.469696711764705
MS,Financial Services,16.756866,4.1863337,3.0596893,2.03,,0.624,-2.421279288235297
MSI,Technology,37.32309,6.4053955,29.336018,2.29,1979000064.0,0.095,-14.54625994736842
MSCI,Financial Services,31.062262,12.402854,-15.374115,2.22,1194705920.0,0.196,11.884116711764705
NDAQ,Financial Services,28.440233,9.712904,4.573157,2.04,1691500032.0,0.141,9.262087711764703
NTAP,Technology,30.316036,5.4636717,27.971855,2.19,1295250048.0,0.234,-21.55331394736842
NFLX,Communication Services,25.201258,6.898756,11.067532,1.8,25387552768.0,0.111,-23.355850155000002
NEM,Basic Materials,16.095839,5.219594,3.8353367,2.78,8815875072.0,0.114,-44.1343672
NWSA,Communication Services,28.786407,1.7740213,1.8898591,2.65,1045124992.0,-0.749,-19.770701155
NWS,Communication Services,32.796116,2.0211277,2.1531007,3.01,1045124992.0,-0.749,-15.760992155000004
NEE,Utilities,19.107866,6.180165,3.1046443,1.88,-17766875136.0,0.531,-1.4931036451612876
NKE,Consumer Cyclical,19.14762,1.2856476,4.0113726,1.57,1889250048.0,4.28,-24.420609595744683
NI,Utilities,22.148935,2.9018211,2.0667062,2.37,-1772999936.0,-0.584,1.5479653548387127
NDSN,Industrials,35.79679,6.422565,5.8237057,1.91,574589504.0,0.061,-0.006459573333337687
NSC,Industrials,29.575085,6.208433,4.790083,4.58,1382249984.0,-0.044,-6.228164573333338
NTRS,Financial Services,15.679552,3.6752224,2.7905874,1.23,,0.986,-3.4985932882352966
NOC,Industrials,17.917381,1.8675662,4.4790606,4.03,2478000128.0,-0.058,-17.88586857333334
NCLH,Consumer Cyclical,10.151515,0.75745165,2.9894698,1.56,-1680301312.0,6.163,-33.41671459574468
NRG,Utilities,30.120106,0.7320719,5.769731,0.58,772374976.0,,9.519136354838711
NUE,Basic Materials,19.177032,1.5112895,2.4821434,5.21,683374976.0,0.938,-41.0531742
NVDA,Technology,33.20827,20.719963,26.87113,0.6,46335873024.0,2.145,-18.66107994736842
NVR,Consumer Cyclical,16.385342,1.7518198,4.975344,4.97,918313280.0,-0.226,-27.18288759574468
NXPI,Technology,44.416336,4.264319,4.934384,0.55,3555000064.0,0.726,-7.453013947368419
ORLY,Consumer Cyclical,28.279366,3.880037,-39.608715,1.93,1570733824.0,0.103,-15.288863595744683
OXY,Energy,18.147491,2.570329,1.8381188,0.85,3788124928.0,9.649,-1.6928206190476196
ODFL,Industrials,39.25528,7.591901,9.331144,2.9,970776000.0,0.323,3.45203042666666
OMC,Communication Services,235.32433,1.0677656,2.4723153,15.97,4260624896.0,0.588,186.767221845
ON,Technology,48.830067,4.692871,4.0290136,0.24,1656649984.0,0.366,-3.03928294736842
OKE,Energy,16.338514,1.5148343,2.66584,2.07,899875008.0,0.142,-3.5017976190476183
ORCL,Technology,24.410654,6.075516,10.894939,0.81,-24536750080.0,0.219,-27.45869594736842
OTIS,Industrials,18.44987,1.8322473,-4.7532945,1.42,1436249984.0,0.13,-17.35337957333334
PCAR,Industrials,27.145264,2.4399621,3.339809,1.27,1943650048.0,0.042,-8.657985573333338
PKG,Consumer Cyclical,32.452534,2.3320718,4.7407017,1.98,432950016.0,-0.195,-11.115695595744683
PLTR,Technology,148.68378,67.907745,42.76303,2.35,2159104512.0,2.154,96.8144300526316
PANW,Technology,303.9652,26.860075,10.271508,3.99,3579375104.0,,252.09585005263156
PSKY,Communication Services,343.0,0.39659297,0.98,1.01,17593124864.0,-0.541,294.442891845
PH,Industrials,35.153954,5.865518,8.187251,3.43,2900124928.0,0.193,-0.6492955733333403
PAYX,Technology,25.134972,11.017385,11.701258,2.16,,0.434,-26.73437794736842
PYPL,Financial Services,11.7769375,1.5616271,2.7095203,1.12,4423124992.0,-0.031,-7.401207788235295
PNR,Industrials,16.438143,2.5373368,2.7156603,1.17,558312512.0,-0.111,-19.36510657333334
PEP,Consumer Defensive,18.621231,2.00282,8.78284,1.54,7831875072.0,1.37,-7.330499879999998
PFE,Healthcare,36.565792,2.4867172,1.8593605,2.74,12485624832.0,,3.399318903846158
PCG,Utilities,12.920863,1.530925,1.2237667,0.76,-6150125056.0,0.398,-7.680106645161288
PM,Consumer Defensive,26.34388,7.016233,-34.777557,2.47,9714374656.0,-0.075,0.39214911999999913
PSX,Energy,13.698629,0.6323605,3.0395906,1.15,4545375232.0,3.449,-6.141682619047618
PNW,Utilities,19.074856,2.1685326,1.7120608,3.53,-929501376.0,-0.095,-1.5261136451612884
PNC,Financial Services,13.305066,3.9636815,1.6821454,1.94,,0.249,-5.873079288235296
PPG,Basic Materials,16.131994,1.5221614,2.9605057,1.79,1104625024.0,-0.015,-44.0982122
PPL,Utilities,20.828402,2.8186402,1.7602642,1.4,-1938375040.0,0.212,0.2274323548387116
PFG,Financial Services,15.746439,1.5081134,1.953901,1.06,1056374976.0,0.028,-3.4317062882352953
PG,Consumer Defensive,21.564102,3.8184142,6.230444,4.14,13280874496.0,-0.155,-4.387628880000001
PGR,Financial Services,11.061245,1.4073925,3.728699,62.27,15114500096.0,0.05,-8.116900288235296
PLD,Real Estate,31.331848,14.160412,2.4459705,130.38,5406941184.0,0.853,-23.348575267857136
PRU,Financial Services,10.94283,0.6378564,1.3098924,0.9,7527750144.0,0.892,-8.235315288235295
PEG,Utilities,18.56219,2.9651685,2.1444378,3.74,107750000.0,-0.427,-2.038779645161288
PTC,Technology,14.904855,5.639147,4.898689,1.43,1031425152.0,-0.12,-36.96449494736842
PSA,Real Estate,30.825212,12.273904,11.710024,4.73,2334240256.0,0.451,-23.855211267857136
PWR,Industrials,75.79748,3.0268214,10.329144,1.86,1955491328.0,0.947,39.994230426666654
QCOM,Technology,18.391306,3.8306885,6.142852,0.71,10241000448.0,-0.23,-33.47804394736842
DGX,Healthcare,25.588547,2.303901,3.5315466,2.02,909625024.0,0.15,-7.5779260961538455
Q,Technology,47.685715,5.3615212,3.850502,1.89,772249984.0,-0.343,-4.183634947368418
RL,Consumer Cyclical,23.473219,2.6564984,8.157848,2.03,880087488.0,0.216,-20.095010595744682
RJF,Financial Services,15.013067,2.1724696,2.607492,0.87,,0.42,-4.165078288235296
RDDT,Communication Services,35.037296,10.406926,8.798291,1.02,678068736.0,1.778,-13.519812155000004
RTX,Industrials,37.309315,3.0600595,4.3104568,2.74,9880000512.0,0.287,1.5060654266666589
O,Real Estate,46.10949,9.854506,1.5113163,2.99,1582081920.0,0.692,-8.570933267857136
REG,Real Estate,25.847973,8.486467,2.1020963,2.61,743363968.0,0.089,-28.832450267857137
REGN,Healthcare,19.700668,5.4784913,2.615031,1.39,3065299968.0,-0.045,-13.465805096153844
RF,Financial Services,12.284553,3.5569646,1.4750097,1.78,,0.085,-6.893592288235295
RSG,Industrials,31.13475,3.9792643,5.643254,3.17,1942625024.0,0.051,-4.668499573333339
RMD,Healthcare,21.902205,5.8288364,5.0196667,1.34,939248256.0,0.024,-11.264268096153845
RVTY,Healthcare,59.677887,4.756909,1.9160892,0.74,604992128.0,0.012,26.511413903846154
HOOD,Financial Services,42.079647,17.336319,9.018492,2.17,,0.476,22.901501711764706
ROK,Industrials,40.473736,5.350401,13.712497,1.91,1303874944.0,0.404,4.670486426666663
ROL,Consumer Cyclical,33.072727,4.4607506,12.245036,3.14,501737504.0,0.031,-10.495502595744682
ROP,Technology,17.109213,4.902463,2.17074,1.76,2265687552.0,2.33,-34.76013694736842
ROST,Consumer Cyclical,31.981846,3.0894797,11.659369,2.77,2047583488.0,0.374,-11.586383595744682
RCL,Consumer Cyclical,17.75432,4.1175766,7.5149584,1.41,-1516249984.0,-0.046,-25.813909595744683
SPGI,Financial Services,26.303104,7.902293,4.044359,2.12,5448249856.0,0.177,7.124958711764705
SNDK,Technology,21.706266,11.574535,17.194698,,7720875008.0,,-30.16308394736842
SBAC,Real Estate,19.475727,6.672125,-4.136841,11.5,752056384.0,-0.105,-35.20469626785714
SLB,Energy,26.121952,2.1854444,3.0481555,1.83,2955124992.0,-0.297,6.281640380952382
STX,Technology,61.168346,15.801741,174.2295,0.48,1943750016.0,1.488,9.29899605263158
SRE,Utilities,25.327536,4.2161903,1.7477398,0.77,-27657750528.0,0.713,4.72656635483871
NOW,Technology,81.09375,9.105593,10.717826,1.14,5149374976.0,-0.219,29.22440005263158
SHW,Basic Materials,31.943832,3.4499874,21.718525,2.63,2506037504.0,0.143,-28.286374199999997
SPG,Real Estate,15.518701,12.027448,16.191738,4.58,2595271168.0,-0.125,-39.16172226785714
SWKS,Technology,35.202076,2.546803,1.7818927,9.7,448812512.0,-0.686,-16.66727394736842
SW,Consumer Cyclical,51.265957,0.8068939,1.4014423,0.26,1215000064.0,,7.697727404255318
SNA,Industrials,19.942404,3.8369017,3.3497422,2.17,1109474944.0,0.051,-15.86084557333334
SOLV,Healthcare,10.832518,1.8151053,3.0944648,1.22,489000000.0,0.039,-22.333955096153844
SO,Utilities,22.031324,3.4851284,2.6580036,2.35,-3913374976.0,0.304,1.4303543548387125
LUV,Industrials,24.93125,0.64890486,2.7555954,0.32,-834750016.0,0.205,-10.87199957333334
SWK,Industrials,24.168703,0.9790326,1.7116883,1.39,1419049984.0,2.478,-11.634546573333338
SBUX,Consumer Cyclical,60.109825,3.0921712,-15.444824,1.28,3065537536.0,0.857,16.541595404255318
STT,Financial Services,16.157988,3.3475108,2.1040595,0.79,,-0.241,-3.0201572882352963
STLD,Basic Materials,19.891008,1.5282801,3.3388724,11.95,234191248.0,0.836,-40.3391982
STE,Healthcare,28.854345,3.8069859,3.1893392,1.94,798862528.0,0.14,-4.312128096153845
SYK,Healthcare,33.923397,4.8649955,5.2400146,1.6,4107624960.0,0.441,0.7569239038461575
SMCI,Technology,11.196319,0.6044293,2.1839287,0.91,-8231267840.0,4.094,-40.67303094736842
SYF,Financial Services,7.867692,2.5190954,1.6421552,1.13,,0.036,-11.310453288235296
SNPS,Technology,91.05721,8.778675,2.499482,2.15,3538958592.0,-0.96,39.18786005263158
SYY,Consumer Defensive,22.693989,0.47009367,14.909351,1.55,1953124992.0,0.052,-3.257741880000001
TMUS,Communication Services,18.956066,2.1085982,3.4618325,0.84,11335999488.0,0.053,-29.601042155000002
TROW,Financial Services,11.275377,3.1522532,2.17511,3.0,2023912448.0,0.286,-7.902768288235295
TPR,Consumer Cyclical,17.856947,3.2339308,38.487995,1.89,1399924992.0,,-25.71128259574468
TRGP,Energy,28.895794,3.8713245,20.692133,1.25,65837500.0,0.233,9.05548238095238
TEL,Technology,19.622309,3.004812,4.389624,0.88,2336875008.0,0.192,-32.24704094736842
TDY,Technology,30.640406,4.6101875,2.6914752,1.4,912675008.0,0.212,-21.22894394736842
TER,Technology,52.5583,13.418804,19.078325,0.97,437381248.0,3.858,0.6889500526315828
TSLA,Consumer Cyclical,316.63303,13.154994,15.691293,5.14,4835999744.0,-0.03,273.0648004042553
TXN,Technology,40.364742,12.468955,13.466512,1.18,3545250048.0,0.518,-11.50460794736842
TPL,Energy,47.137753,28.400131,16.382658,7.33,-32836124.0,0.327,27.297441380952378
TXT,Industrials,15.888889,0.9484631,1.801123,1.16,452750016.0,0.052,-19.91436057333334
TMO,Healthcare,33.757397,5.0076594,4.404694,2.0,6237250048.0,0.094,0.5909239038461536
TJX,Consumer Cyclical,26.053703,2.4921968,14.944764,3.09,4596624896.0,0.236,-17.514526595744684
TKO,Communication Services,68.82043,6.9773145,4.277835,1.63,856147520.0,0.144,20.263321845
TTD,Communication Services,15.857143,2.093149,2.5571127,1.15,582992768.0,-0.236,-32.699965155
TSCO,Consumer Cyclical,18.255209,1.1594678,6.975124,1.95,103175000.0,-0.15,-25.313020595744682
TT,Industrials,33.563988,4.4688387,11.6152115,1.84,3121687552.0,0.071,-2.239261573333337
TDG,Industrials,35.74803,6.520929,-7.0272784,3.05,1457374976.0,0.109,-0.055219573333339156
TRV,Financial Services,9.798118,1.5521653,2.295595,2.36,14775124992.0,0.571,-9.380027288235295
TFC,Financial Services,11.547127,3.2248416,1.0456306,1.3,,0.367,-7.631018288235296
TYL,Technology,45.807896,5.8679576,4.691661,1.69,594435648.0,0.155,-6.06145394736842
TSN,Consumer Defensive,36.049385,0.36889446,1.1364079,1.04,1191250048.0,2.041,10.097654120000001
USB,Financial Services,12.331337,3.523166,1.5877259,2.1,,0.216,-6.846808288235296
UBER,Technology,16.467506,2.905157,5.866318,8.66,7244749824.0,0.855,-35.40184394736842
UDR,Real Estate,23.85443,7.8388276,4.1817374,8.17,779827776.0,0.909,-30.825993267857136
ULTA,Consumer Cyclical,19.322582,1.7426012,8.115637,1.83,973080128.0,0.155,-24.245647595744682
UNP,Industrials,24.6329,7.1066957,9.293445,3.34,4720750080.0,0.066,-11.17034957333334
UAL,Industrials,10.469541,0.5764154,2.171614,6.5,910124992.0,-0.172,-25.33370857333334
UPS,Industrials,19.066914,0.9704568,5.7938437,1.6,5557749760.0,-0.53,-16.73633557333334
URI,Industrials,26.360048,4.050125,7.4020057,1.7,1706249984.0,0.255,-9.44320157333334
UNH,Healthcare,24.765123,0.7667468,3.5378423,1.2,24272250880.0,0.615,-8.401350096153845
UHS,Healthcare,7.053039,0.5624424,1.3559495,1.25,498316992.0,0.101,-26.113434096153846
VLO,Energy,14.229584,0.7425063,3.9330876,4.08,8416374784.0,4.535,-5.610727619047619
VEEV,Healthcare,44.34159,12.261003,5.5886946,1.13,1259549056.0,0.146,11.175116903846153
VTR,Real Estate,168.5091,7.4061313,3.2452116,1.72,1486853504.0,-0.067,113.82867673214285
VLTO,Industrials,25.052896,4.256967,7.8426113,2.58,807124992.0,0.101,-10.750353573333339
VRSN,Technology,30.097826,14.656455,-11.104873,2.77,832837504.0,0.077,-21.77152394736842
VRSK,Industrials,28.82949,7.7894387,-21.056883,1.77,1055550016.0,-0.034,-6.973759573333339
VZ,Communication Services,12.8098955,1.4714237,1.966656,0.93,17466624000.0,-0.22,-35.747212655
VRTX,Healthcare,31.465347,10.878893,6.759926,1.91,2627887616.0,0.08,-1.7011260961538426
VRT,Industrials,60.006805,8.874823,21.411926,1.28,2696537600.0,0.53,24.20355542666666
VICI,Real Estate,10.2984495,7.1396914,1.0076226,,267028992.0,-0.414,-44.38197376785713
V,Financial Services,31.17903,15.348751,19.381557,1.66,20404000768.0,0.102,12.000884711764705
VST,Utilities,23.390574,2.4272933,15.529229,0.41,37125000.0,-0.062,2.789604354838712
VMC,Basic Materials,31.918636,4.32158,4.1465473,2.38,843600000.0,0.027,-28.3115702
WRB,Financial Services,14.352696,1.724043,,4.7,3045504768.0,0.15,-4.825449288235296
GWW,Industrials,33.16348,3.2500525,14.826123,2.05,1247750016.0,0.205,-2.6397695733333393
WAB,Industrials,39.39488,4.1213965,4.407835,1.37,1101374976.0,0.189,3.5916304266666614
WMT,Consumer Defensive,36.692577,1.1393371,8.764348,4.36,6862249984.0,0.194,10.74084612
DIS,Communication Services,22.127836,1.8744302,1.6873683,2.65,4860375040.0,-0.483,-26.429272155000003
WM,Industrials,59.189472,3.5027053,9.063872,2.3,2348375040.0,0.083,23.386222426666663
WAT,Healthcare,102.45316,8.555639,2.5978804,1.82,-142067632.0,,69.28668690384615
WEC,Utilities,21.069902,3.4878683,,2.3,-2353637376.0,0.197,0.4689323548387101
WFC,Financial Services,12.165697,3.0485477,1.5734856,1.62,,0.25,-7.012448288235296
WELL,Real Estate,105.98214,13.402878,3.6770284,3.66,2756164352.0,0.356,51.301716732142864
WST,Healthcare,45.355125,7.483718,8.329096,3.03,277937504.0,0.181,12.188651903846157
WDC,Technology,17.410912,13.090156,,0.88,2268750080.0,9.841,-34.458437947368424
WY,Real Estate,37.303032,2.589685,1.8806815,1.86,13625000.0,0.871,-17.377391267857135
WSM,Consumer Cyclical,26.423767,3.520974,14.842569,3.16,885462144.0,0.043,-17.14446259574468
WMB,Energy,28.55777,7.1148787,6.664188,2.45,-1516749952.0,0.512,8.717458380952383
WTW,Financial Services,21.136927,3.1363356,4.1269975,1.27,1415624960.0,-0.268,1.9587817117647042
WDAY,Technology,61.470406,4.9454846,7.351988,0.78,3118749952.0,2.48,9.601056052631577
WYNN,Consumer Cyclical,23.884892,1.3834629,-59.89176,1.15,476188864.0,1.061,-19.683337595744682
XEL,Utilities,21.564383,3.363777,2.0636585,2.15,-7907999744.0,0.24,0.9634133548387105
XYL,Industrials,27.009525,2.902339,2.4069595,1.58,1183750016.0,0.195,-8.79372457333334
YUM,Consumer Cyclical,19.185139,4.7662263,-5.760475,1.96,833249984.0,1.316,-24.383090595744683
ZBRA,Technology,33.014652,2.9171264,5.0268407,0.66,576750016.0,1.215,-18.85469794736842
ZBH,Healthcare,24.021845,2.2185633,1.4942927,0.67,1090899968.0,0.338,-9.144628096153845
ZTS,Healthcare,12.238173,3.2545967,,6.87,2016999936.0,0.012,-20.928300096153844
